playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
roy01,,,,Рой,,,,,,,,,,,,,,,,,,,,,,,,,,
hackeje01,,,Джефф,Хакетт,,Джеффри,Хакер,73,198,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18280,2083,hackeje01,1988,2003,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1968,6,1,Канада,Да,Лондон,,,,,,
maceyhu01,,,Хаб,Мэйси,,Хуберт,,68,178,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13458,13332,maceyhu01,1941,1946,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1921,4,13,Канада,СК,Большая река,2008,3,27,Канада,Да,Кингстон
byfugdu01,,,Дастин,Бифильен,,,,75,265,Р,21131,62465,byfugdu01,2005,2011,,,Да,1985,3,27,США,"MN - ""Минимальная 전국альная зарплата""",Розо,,,,,,
hlavaja01,,,Ян,Хлавач,,Ян,,72,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10889,15570,hlavaja01,1999,2007,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1976,9,20,Чехия,,Прага,,,,,,
fordmi01,,,Майк,Форд,,Майкл Альфред,,73,185,Р,,1739,fordmi01,,,1974,1977,Да,1952,7,26,Канада,Да,Оттава,,,,,,
buskaro01,,,Род,Бускас,,Род Дэйл,,73,206,Р,10200,696,buskaro01,1982,1992,,,Да,1961,1,7,Канада,АБ,Ветаски́н,,,,,,
reichcr02,,,Крейг,Рихмут,,Крейг Ричард,,71,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,10223,reichcr02,,,1972,1974,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1947,9,22,Канада,МБ,Россел,,,,,,
stastya01,,,Ян,Счастливый,,Ян Павел,,71,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20797,63199,stastya01,2005,2009,,,С,1982,9,30,Канада,КВ,Кبک,,,,,,
allenge01,,,Джордж,Аллен,,Джордж Тренхолм,,70,162,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11825,45,allenge01,1938,1946,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1914,7,27,Канада,НБ,Бейфилд,2000,3,27,Канада,АБ,Красный Олень
johnsma03,,,Мэтт,Джонсон,,Мэтт,,77,235,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10780,11374,johnsma03,1994,2003,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1975,11,23,Канада,Да,Веллэнд,,,,,,
belanyv01,,,Ив,Беланжер,,Ив,Тотс,71,170,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18426,293,belanyv01,1974,1979,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1952,9,30,Канада,КВ,Бэй-Комо,,,,,,
hartima01,,,Марк,Хартиган,,,,72,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20554,49639,hartima01,2001,2007,,,С,1977,10,15,Канада,БЦ,Форт-Сент-Джонс,,,,,,
thomabi01,,,Билл,Томас,,,,73,185,Р,21915,69886,thomabi01,2005,2011,,,Р,1983,6,20,США,PA,Питтсбург,,,,,,
lairdbi01,,,Билл,Лэрд,,Уильям Чарльз,,70,180,Р,,60191,,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1892,10,29,Канада,Да,Керберг,1953,2,16,,,
corrian01,,,Андре,Корреффо,,Фредерик Андре,,68,135,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12334,11412,corrian01,1953,1953,,,Р,1928,5,15,Канада,КВ,Пра-Мэ,1993,10,1,,,
mcleafr01,,,Фред,МакЛейн,,Фредерик Фергюсон,Лэрри,74,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13665,29900,mcleafr01,1919,1920,,,"Даже если вы не знаете, что это такое, я могу объяснить.",1893,3,16,Канада,НБ,Озеро-Виллидж-Корнер,1971,11,19,,,
lumleda01,,,Дэйв,Лэмли,,Давид Э.,Лумерер,72,185,Р,13434,3235,lumleda01,1978,1986,,,Р,1954,9,1,Канада,Да,Торонто,,,,,,
maleyda01,,,Дэвид,Малей,,Дэвид Джозеф,,74,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11008,3344,maleyda01,1985,1993,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1963,4,24,США,ВИ,Бэйвер-Дэм,,,,,,
leiteke01,,,Кен,Лидер,,Кеннет,,73,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13365,3093,leiteke01,1984,1989,,,Да,1961,4,19,США,МИ,Детройт,,,,,,
korotse01,,,Сергей,Коротов,,,,,,,,,korotse01,,,1977,1977,Да,,,,,,,,,,,,
davidma01,,,Мэтт,Даймонд,,,,75,196,Р,10824,28762,davidma01,2000,2002,,,Р,1977,8,9,Канада,МБ,Флин Флон,,,,,,
hassabo01,,,Боб,Хассард,,Роберт Гарри,,72,167,Р,12876,2188,hassabo01,1949,1954,,,С,1929,3,26,Канада,СК,Ллойдминстер,2010,12,30,Канада,Да,Стуфвилл
mielean01,,,Анди,Мель,,,,68,171,,,,mielean01,2011,2011,,,С,1988,4,15,,,,,,,,,
waddedo01,waddedo01c,,Дон,Вадделл,,Дональд,,70,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14620,5609,waddedo01,1980,1980,,,Да,1958,8,19,США,МИ,Детройт,,,,,,
armstde01,,,Дерек,Армстронг,,Дерек,Армия,72,190,Р,10036,105,armstde01,1993,2009,,,С,1973,4,23,Канада,Да,Оттава,,,,,,
lindsjo01,,,Джоаким,Линдстрём,,,,72,187,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20600,56896,lindsjo01,2005,2011,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1983,12,5,Швеция,,Шеллефтея,,,,,,
noelcl01,noelcl01c,,Клод,Новел,,Клод,,71,165,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13857,3981,noelcl01,1979,1979,,,С,1955,10,31,Канада,Да,Киркленд-Лейк,,,,,,
zettlro01,,,Роб,Зетлер,,Роб,,75,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11791,5858,zettlro01,1988,2001,,,Да,1968,3,8,Канада,КВ,Сем-Иль,,,,,,
patrimu01,patrimu01c,,Му́з,Пэтрик,,Фредерик Мюррей,,74,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13939,13824,patrimu01,1937,1945,,,Да,1915,6,28,Канада,БЦ,Виктория,1998,7,27,,,
rollije01,,,Жери,Роллинс,,Джери Аллен,,74,195,Р,,4642,rollije01,,,1975,1978,Да,1955,3,22,Канада,БЦ,Новый Вэйнвестер,,,,,,
frechcl01,,,Клейтон,Фреше́тта,,Клейтон,,,,,,,,,,,,,,,,,,,,,,,,
glenwbr01,,,Брайан,Гленрайт,,Брайан Джозеф,,75,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,10455,glenwbr01,,,1972,1973,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1949,10,8,Канада,Да,Винзор,,,,,,
hirscto01,,,Том,Хирш,,Томас В.,,76,210,Р,12954,2297,hirscto01,1983,1987,,,Да,1963,1,27,США,"MN - ""Минимальная 전국альная зарплата""",Миннеаполис,,,,,,
frewir01,,,Ирв,Фре́в,,Ирвин Белл,Рэнджер/Лефти,70,180,Р,12650,16997,frewir01,1933,1935,,,Да,1907,8,16,Шотландия,,Кильсيث,1995,4,2,,,
higgich01,,,Крис,Хиггинс,,Крис,,72,202,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20525,62984,higgich01,2003,2011,,,С,1983,6,2,США,Нью-Йорк,Смиттаун,,,,,,
olmstbe01,olmstbe01c,olmstbe01h,Берт,Олмстед,,Мюрей Альберт,,73,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",P198502,4078,olmstbe01,1948,1961,,,Р,1926,9,4,Канада,СК,Сцептер,,,,,,
paulbu01,,,Бутч,Пωλ,,Артур Стюарт,,71,160,Р,13943,10624,paulbu01,1964,1964,,,С,1943,9,11,Канада,АБ,Рокки-Маунтин-Хоус,1966,3,25,США,ТН,Мемфис
crowdbr01,,,Брюс,Крудер,,Брюс Джеймс,,72,180,Р,12375,1171,crowdbr01,1981,1984,,,Р,1957,3,25,Канада,Да,Эссекс,,,,,,
bowneri01,bowneri01c,,Рик,Боннес,,Ричард Гэри,,73,185,Р,12077,529,bowneri01,1975,1981,,,Р,1955,1,25,Канада,НБ,Монктон,,,,,,
kalluan01,,,Андерс,Каллур,,Андерс,Анди,71,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13153,2621,kalluan01,1979,1984,,,Р,1952,7,6,Швеция,,Людвик,,,,,,
stajdni01,,,Ник,Стаджухар,,Ник,,75,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14977,5132,stajdni01,1995,1995,,,Да,1974,12,6,Канада,Да,Китченер,,,,,,
ozlizlu01,,,Людмир,О즐изло,,,,,,,,40838,ozlizlu01,,,1977,1977,Да,,,,,,,,,,,,
stuarbi01,,,Билли,Стюарт,,Вильям Роксбёрр,Красный,71,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14473,24560,stuarbi01,1920,1926,,,Да,1900,2,1,Канада,НБ,Саквилл,1978,3,7,,,
,bowmasc01c,bowmasc01h,Скотти,Боумен,,Уильям Скотт,,,,,B199101,528,bowmasc99c,,,,,,1933,9,18,Канада,КВ,Монреаль,,,,,,
patrifr01,patrifr01c,patrifr01h,Франк,Пэтрик,,Франклин Алексис,,71,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",B195803,4180,patrifr01,,,,,Да,1885,12,21,Канада,Да,Оттава,1960,6,29,,,
trognwi01,,,Уилли,Тронниц,,Рэймонд Уильям,,72,205,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,8371,trognwi01,,,1977,1977,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1953,6,11,Канада,Да,Громкий залив,,,,,,
hudsomi01,,,Майк,Худсон,,Майкл,Худди,73,205,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10675,2400,hudsomi01,1988,1996,,,С,1967,2,6,Канада,Да,Гэльф,,,,,,
johnsch01,,johnsch01h,Чинг,Джонсон,,Иоанн Вильфрид,,71,210,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",P195811,2554,johnsch01,1926,1937,,,Да,1898,12,7,Канада,МБ,Виннипег,1979,6,17,США,МД,Сильвер-Спрингс
chistst01,,,Станислав,Чистов,,Станислав Михайлович,,70,200,Р,20234,56740,chistst01,2002,2006,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1983,4,17,Россия,,Челябинск,,,,,,
hilwojo01,,,Иоанн,Хилворт,,Иоанн,Очень высокий/Джаспер,76,205,Р,12949,7332,hilwojo01,1977,1979,,,Да,1957,5,23,Канада,АБ,Яспер,,,,,,
hanseta01,,,Тавис,Гансен,,Тэвис Свенд,,73,205,Р,15067,15581,hanseta01,1994,2000,,,Р,1975,6,17,Канада,СК,Принц Альберт,,,,,,
tetrejo01,,,Джо,Тетрео,,Иозеф,,,,,,,,,,,,,,,,,,,,,,,,
mcmilbr01,,,Брандон,Макмиллан,,,,71,188,,,,mcmilbr01,2010,2011,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1990,3,22,Канада,БЦ,Ричмонд,,,,,,
phairly01,,,Лайл,Фейр,,Лайл,,73,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13974,4271,phairly01,1985,1987,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1961,8,31,Канада,МБ,Пилотная грязь,,,,,,
cassito01,,,Том,Кэссиди,,Томас Эрнест Джон,,71,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12237,6701,cassito01,1977,1977,,,С,1952,3,15,Канада,Да,Слепая речка,,,,,,
kilrehe01,,,Гек,Килреа,,Хектор Джозеф,Ураган,68,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13192,2717,kilrehe01,1925,1939,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1907,6,11,Канада,Да,Блэкберн,1969,9,8,США,МИ,Детройт
,,hoopeto01h,Том,Хоупер,,Чарльз Томас,,70,175,,P196209,,hoopeto01,,,,,Да,1883,11,24,Канада,Да,Ратпорт,1960,3,23,,,
maracno01,,,Норма,Маракле,,Норман,,69,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18763,16373,maracno01,1997,2001,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1974,10,2,Канада,Да,Белвилл,,,,,,
wakalda01,,,Дарси,Вакалук,,Дарси В.,,71,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18404,5611,wakalda01,1988,1996,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1966,3,14,Канада,АБ,Пинчер-Крик,,,,,,
barnama01,,,Матвей,Барни,,Матвей,Убийца,72,189,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10061,206,barnama01,1992,2006,,,Р,1973,5,4,Канада,Да,Оттава,,,,,,
bouchpi02,,,Пьер-Марку,Бушар,,,,70,172,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20529,55023,bouchpi02,2002,2011,,,С,1984,4,27,Канада,КВ,Шербрун,,,,,,
malonbr01,,,Брад,Малон,,,,74,207,,,,malonbr01,2011,2011,,,С,1989,5,20,,,,,,,,,
kopakru01,,,Рус,Копак,,Россел,,70,158,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13217,13798,kopakru01,1943,1943,,,С,1924,4,26,Канада,АБ,Эдмонтон,1998,11,25,,,
beersbo01,,,Боб,Пиво,,Роберт Чарльз,,74,200,Р,10082,286,beersbo01,1989,1996,,,Да,1967,5,20,США,PA,Питтсбург,,,,,,
grahadi01,grahadi01c,,Дирк,Грейэм,,Дирк Милтон,Дюк,71,198,Р,10552,1994,grahadi01,1983,1994,,,Р,1959,7,29,Канада,СК,Регина,,,,,,
scheima01,,,Марк,Шайфеле,,,,74,184,,,,scheima01,2011,2011,,,С,1993,3,15,,,,,,,,,
carsoji01,,,Джимми,Кэсон,,Джеймс Чарльз,,73,200,Р,10226,845,carsoji01,1986,1995,,,С,1968,7,20,США,МИ,Южный Файлд,,,,,,
fortije01,,,Жан-Франсуа,Фортин,,,,74,205,Р,17797,23715,fortije01,2001,2003,,,Да,1979,3,15,Канада,КВ,Лавал,,,,,,
dekanma01,,,Марк,Деканич,,,,74,190,,,,dekanma01,2010,2010,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1986,5,10,Канада,БЦ,Н. Ванкувер,,,,,,
keatimi01,,,Майк,Кейтинг,,Майкл Джозеф,,72,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13165,8528,keatimi01,1977,1977,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1957,1,21,Канада,Да,Торонто,,,,,,
cunnijo01,cunnijo01c,,Иоанн,Куннифф,,Джон Пол,,69,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,1195,cunnijo01,,,1972,1975,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1943,7,9,США,МА,Южный Бостон,2002,5,10,,,
leswipe01,,,Пэт,Лезвик,,Питер Джон,Пистолет Пит,67,163,Р,13381,13655,leswipe01,1936,1944,,,Р,1916,7,12,Канада,СК,Саскатун,2005,6,20,США,Калифорния,
thibelo01,,,Лоррейн,Тибо,,Лоррейн Лоуренс,Ларри/Пол-в-пол,67,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14529,11343,thibelo01,1944,1945,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1918,10,2,Канада,Да,Чарлстон,,,,,,
nystrer01,,,Эрик,Нистром,,,,73,193,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20519,63226,nystrer01,2005,2011,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1983,2,14,США,Нью-Йорк,Сйосет,,,,,,
ellisma02,,,Мэтт,Элис,,,,72,188,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",21568,31656,ellisma01,2006,2011,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1981,8,31,Канада,Да,Веллэнд,,,,,,
laraqge01,,,Георгий,Ларак,,Георгий,,75,243,Р,10981,19350,laraqge01,1997,2009,,,Р,1976,12,7,Канада,КВ,Монреаль,,,,,,
stewake01,,,Кен,Стюарт,,Кеннет,,72,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14454,14612,stewake01,1941,1941,,,Да,1913,3,29,Канада,Да,Порт-Артур,,,,,,
darraha01,,,Геральдо,Даррагх,,Гарольд Эдвард,У ulи,70,145,Р,12408,18883,darraha01,1925,1932,,,Р,1902,9,13,Канада,Да,Оттава,1993,4,28,Канада,Да,Оттава
royje01,,,Жан-Ив,Рой,,Жан Ив,,70,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14765,4686,royje01,1994,1997,,,Р,1969,2,17,Канада,КВ,Роземер,,,,,,
dantomi01,,,Майк,Дантон,также известный как Майк Джефферсон,,,69,190,Р,19689,31726,dantomi01,2000,2003,,,С,1980,10,21,Канада,Да,Брамтон,,,,,,
breweer01,,,Эрик,Бревер,,Эрик,,76,229,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11410,26844,breweer01,1998,2011,,,Да,1979,4,17,Канада,БЦ,Вернон,,,,,,
smithke01,,,Кен,Смит,,Кеннет Алвин,,67,150,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14371,12068,smithke01,1944,1950,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1924,5,8,Канада,СК,Мосс-Джау,2000,9,23,,,
reginpe01,,,Питер,Регин,,,,73,198,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",21345,78679,reginpe01,2008,2011,,,С,1986,4,16,Дания,,Хёрнинг,,,,,,
